ID_ALUNO,NU_ANO_CENSO,NO_CURSO,CO_ALUNO_CURSO,CO_ALUNO_CURSO_ORIGEM,TP_SEXO,NU_IDADE
BE9766657666C7E867E2F01DD097D818,2019,DIREITO,41000394,"",2,33
30AB402FFB9447BDD0D34AA654375913,2019,DIREITO,40996982,"",2,33
5E860EF2EE9A9197EFA1691F35A7E722,2019,DIREITO,40993825,"",2,32
A2481074631C7154E15817F3CB858A08,2019,DIREITO,40993952,"",1,32
5EC1859E71576D71CD21FBCBDB760A3D,2019,DIREITO,40995770,"",2,35
67384D729BDA859638CE4D1F1F84DA54,2019,DIREITO,40997714,"",1,33
92A53AE1EF3F0534950FEEAD7EC05418,2019,DIREITO,40996555,"",1,34
3885E1E474A73E369DCB10B3F9AF5B81,2019,DIREITO,41007233,"",2,30
DF099576A9D8239204B3B03EECEAEC78,2019,DIREITO,41000951,"",1,31
18731FDB374D202B08EB7455C45D30FA,2019,DIREITO,40997029,"",2,36
10C752442C34A4D4A6612AC6428DA157,2019,DIREITO,40994365,"",2,44
F6E412839711FB187D547E7053E3C764,2019,DIREITO,41007926,"",2,29
23F7125A2D74B5A5555A3DE98AAC4584,2019,DIREITO,41007241,"",1,29
52B3EE3CE65777FB9F42F75B5EA7DAF5,2019,DIREITO,41004465,"",1,29
EF714445198A4E0D86EF561B3D8783BD,2019,DIREITO,40998448,"",1,31
958A6AF6C5CA3F226E771F9C2B7FA046,2019,DIREITO,41040549,"",2,45
18720099C7A0280D08FF04F180DCA883,2019,DIREITO,40994515,"",2,42
2D553FA8953866F1E00FA3D4F5473B85,2019,DIREITO,42243746,"",1,30
305CBB662317373C8486EE8473609655,2019,DIREITO,40994558,"",1,34
7816AFD4F599C366632A6F6FA7A775AD,2019,DIREITO,41040828,"",2,50
76DC36913D62B858F6C9146BD6AD9E46,2019,DIREITO,4364511,"",1,28
FCD5305BD5FD78D18D91E268396C4014,2019,DIREITO,41039600,"",1,34
40AEC111DF9EB1426E063EB4F7AA0880,2019,DIREITO,41047240,"",2,45
5FF4261895051AEDC4F51D3FEFDED941,2019,DIREITO,41009805,"",1,28
70FDD2DC706823B958A886AB971B7F09,2019,DIREITO,41011729,"",2,28
7A6DCEF191DD4DBF17B214486B01A562,2019,DIREITO,40997330,"",2,34
3FBBA321C3D576163BFA9FF5BE849608,2019,DIREITO,40999629,"",2,27
7D87A0696B99EE92DEDC49D671B8FF4A,2019,DIREITO,41000673,"",2,29
4314345C5E40514E8BD81BC0A083C47B,2019,DIREITO,41046669,"",2,54
831EBD066BAA6236159591C04FF72018,2019,DIREITO,41014730,"",1,27
877992E5D14CC7ADDEF21B9918C41647,2019,DIREITO,41007742,"",1,29
38A1BBC65691FFD68441F79E57A61200,2019,DIREITO,41006243,"",2,29
B2D6684D83ECE7B65452D676C8B2D4B2,2019,DIREITO,40997440,"",2,28
74426BB4956FBBFF87B45DDDE9F8F4AC,2019,DIREITO,41012061,"",2,28
51842F4D773E8794263FFDF86734D753,2019,DIREITO,41001303,"",2,33
BABA38DB80D51E1595D285EA34588E95,2019,DIREITO,41008787,"",2,28
1DD7278AD025D15505B3D579B953C6D3,2019,DIREITO,41014599,"",1,27
E674D191C864CFD5B75C6B192A5D98FB,2019,DIREITO,40999204,"",2,34
1DBB3B05F906F07BD0B343FB8F0C880D,2019,DIREITO,40745392,"",2,27
622FDA8AC1FBE4E38498A7977303E095,2019,DIREITO,41007338,"",2,29
0F4D0CB4C1EC02C2A8D43A7A7AF42EF3,2019,DIREITO,41011816,"",2,28
89A8513EE70BDD3A4D07A7A63A8B3226,2019,DIREITO,41004828,"",1,28
DC04689AF2D6F2956E16AFCCEB9ADDA1,2019,DIREITO,41009306,"",2,38
B24203212F3CD7C165A231A8044BBAA8,2019,DIREITO,41012416,"",2,28
60740BA44D1155E4A550D82B04CD36FB,2019,DIREITO,41007637,"",1,28
AE6C4DDAD8B10707A8BB7D2BDF242F7D,2019,DIREITO,41003910,"",2,28
8A117257CBFEB58E388F0DA4295D29C6,2019,DIREITO,41040786,"",1,59
D3E99CE44291D4341C5AD10D8A12DB8C,2019,DIREITO,40743940,"",2,43
00F2CC8810FE9B6DFFA39C50C02E0DBC,2019,DIREITO,41012253,"",1,25
6CF813D40EFB04DE0589A1DC64517AD1,2019,DIREITO,42243743,"",2,41
F43F9793A73A38F518A64862D7109E40,2019,DIREITO,41000900,"",2,31
31DC136819F87A5BC2FEF354EAE1C451,2019,DIREITO,40997647,"",2,35
B46D61961BA34EB7299CE84F21E0F0D2,2019,DIREITO,41046767,"",2,44
A3F70F58BBBFFC780CEE342787A77B2A,2019,DIREITO,40995867,"",2,36
6DC5E07CA430549E0A8A7CD62115BA53,2019,DIREITO,40999014,"",1,26
689662EA7E93C6F7A8D8A5DAF2814C74,2019,DIREITO,40994395,"",2,43
49C994899687637F10BDD881C30C30DB,2019,DIREITO,40997154,"",1,27
A16C2D6C62530B26FDCFF98F0D1F2F77,2019,DIREITO,41046707,"",2,49
A26CC26F7F4370115914A1882DC5CF28,2019,DIREITO,41004395,"",1,31
87932B29663EA579A240EE5C1B86CAED,2019,DIREITO,41005608,"",1,30
554368D4C7747505064DA46E0948EF6C,2019,DIREITO,40745368,"",1,28
D2E84093D00366825AF63C4E368F5E3B,2019,DIREITO,41011980,"",2,26
50C6C3629A0E960B2642B9A8FF3B6F53,2019,DIREITO,40744409,"",2,28
D3C8CFEF9788A586066E467882162C8E,2019,DIREITO,41002220,"",2,30
5F39A708C838C1CCE71AA979A80E8F8D,2019,DIREITO,41020296,"",2,26
A4488037A96A0C6F30378CD0A41E2047,2019,DIREITO,41010642,"",1,26
E4A625BC06271FFF820E8B3FAF2A1124,2019,DIREITO,40996122,"",1,26
CF26CC254C0F09503089BF29A55B9D39,2019,DIREITO,41008039,"",1,27
49DB7BA24B19975A6CE5C476B4F9A2ED,2019,DIREITO,41008458,"",2,27
B783F78FCE6615DE43CF6F43BF5822A6,2019,DIREITO,41011940,"",2,27
58793360544AF79ABA6264D5DC5943A7,2019,DIREITO,40998549,"",2,28
BE87703A159963458B1CBE8CBA8FAC09,2019,DIREITO,40994841,"",2,40
B6318490A4A7EB07DC3C095B0700F02B,2019,DIREITO,40998145,"",1,35
4910E37C5E3AAD6A93E2E94E10CD5649,2019,DIREITO,40745071,"",2,28
4F206E84125140114D9ECFDBEFC10696,2019,DIREITO,41004100,"",2,26
04B4C41FB47FFBF9A4831D4F11491056,2019,DIREITO,41007172,"",1,26
A85E02F5038AFEBD74811D477826AAF3,2019,DIREITO,41006630,"",2,29
B2379E11EB15D6C56D903CE73B20C1F4,2019,DIREITO,40996247,"",1,26
6BD8A9D0298DDC89B80DB43E57710C75,2019,DIREITO,40746007,"",1,26
9881053EADDE1B71C3BB584C14155445,2019,DIREITO,41011303,"",2,28
0102A17BCB0A0B25202CFA1B956114C8,2019,DIREITO,40994829,"",2,40
81CB10B444ED0E3685C9137BA0377917,2019,DIREITO,41040888,"",2,44
AF042E659564292C816A761F4B8684C2,2019,DIREITO,40999635,"",2,30
14A5AC4172964DF4D983A07AA31C98F8,2019,DIREITO,41009958,"",2,26
5B9C1A273D9924DB6253D861885740EA,2019,DIREITO,40745195,"",2,25
FFCF38E1107564ECE9D68B7FF4EF0D06,2019,DIREITO,40745370,"",2,26
76B9CE32BD2B6A523956E4BCD6798E97,2019,DIREITO,41013140,"",2,25
6EA5E038E71A501047CF4549FC639B69,2019,DIREITO,41013059,"",1,25
93978776EFC48C6AE960D02E253B1057,2019,DIREITO,40996164,"",1,36
B21754821222476B44EB00BF2D3C57A4,2019,DIREITO,41006860,"",2,26
C00C40F2EC9E1BA4D978BCEFFB708CE4,2019,DIREITO,41003266,"",2,31
D2C2A7DEF2EBF6342451089D0E6DCC64,2019,DIREITO,41003438,"",2,26
C0F896DE068971BB0D5FC01781725185,2019,DIREITO,41047238,"",1,45
A5BB7D522EFF5018AE9B20C4BB188016,2019,DIREITO,40744447,"",1,25
33E12F81FD4C9EBAACBD9C3FF419EAAA,2019,DIREITO,41012973,"",1,25
822378FC841EACCA31E45F4FE9183294,2019,DIREITO,40999653,"",2,32
AD81284120988CF3C1EC2784A50B263D,2019,DIREITO,41040862,"",2,49
C536592948B016713D6F1F118703C2DD,2019,DIREITO,40998438,"",2,33
B53DC693D6B723FD33E7B8932C55F310,2019,DIREITO,41000479,"",1,28
01FA4A184DF427326386A91EF046B95E,2019,DIREITO,41000571,"",2,33
8E8B62A942F7CE269497AA499BAC7C07,2019,DIREITO,41002947,"",2,25
554E09F53803FC0F24CEA2031C77B9B5,2019,DIREITO,40744560,"",2,28
C5F32517084D7DA9E37DA5CDD3C7E50C,2019,DIREITO,41004770,"",1,25
7BFA7ACA72C866E6D3F14E6490E26D7D,2019,DIREITO,41007503,"",2,25
B110FAB6D2E9228751D97C66DA4EF422,2019,DIREITO,41007655,"",2,29
3EECA5B21BD64036273ABDD0B441196F,2019,DIREITO,42243796,"",1,28
50FDABB78281D3B6010D6E12DB8AA52B,2019,DIREITO,41008577,"",2,25
D6508AF720FFF860375AF37FBD4972EE,2019,DIREITO,41008604,"",1,25
202683342A467EAE3C14B4C0F60DBBEC,2019,DIREITO,40745149,"",1,26
D8D27A5083217758C228B97AFA50F099,2019,DIREITO,41011653,"",1,28
E56677BF4C8C4F4DED91EAF82C57C92D,2019,DIREITO,41011871,"",2,27
FE5F6DF87F0631965206BC597A0C6962,2019,DIREITO,41012315,"",2,28
B79982F0E524AD3E8E262750784D388E,2019,DIREITO,41012731,"",2,25
7EED89AC135C1B416885AF8F3C8D0EC4,2019,DIREITO,40745426,"",1,25
81453E8CD9FA929CF26B742C2FF90EF2,2019,DIREITO,41014552,"",1,28
5B7FFE41E5D960B2898EFFC0D2268B1F,2019,DIREITO,40745565,"",2,25
EC7AACE3345CDEB2C8D8C29AD56377E9,2019,DIREITO,41014834,"",1,26
FD20442FFA00CBEBEDB65E35130C1D5A,2019,DIREITO,41016020,"",2,27
89AE0FDFD92BB7323560A50F1FCB3C2A,2019,DIREITO,41016446,"",2,24
5D084BE78EF851799639DAA8D3B482C1,2019,DIREITO,41016496,"",2,26
CF31BDDE70D3494BAFB68A25C46002CF,2019,DIREITO,41016554,"",1,25
53D7B03ACB5E5E0232145EFD257957B0,2019,DIREITO,41016957,"",2,25
E0C61ABA016A7BADEC89D8BC131E19A1,2019,DIREITO,40745791,"",1,25
3FD13C663A576E1290A2DA2D99ACA8D4,2019,DIREITO,40746274,"",1,27
ABD69B9F4D91983ABEF91EB8B31C644F,2019,DIREITO,41025189,"",2,25
F06DC6525262C1F7C2DF9BD715334662,2019,DIREITO,41039439,"",2,54
1404EC5A9A50ABD030D1F0216D48A715,2019,DIREITO,41010744,"",2,29
811AEB6852A519D7524356B0882C3D41,2019,DIREITO,41004098,"",1,30
C0E499B38B3B20603A09124BF5A43330,2019,DIREITO,40745250,"",1,26
D1383ED27D648E39F47D38381B545E22,2019,DIREITO,40994731,"",2,43
254990B60331C85F61923D2F72772AF0,2019,DIREITO,41013732,"",1,24
6C24DA17B3D5601652EDFBDC97D8B25C,2019,DIREITO,40744819,"",2,26
32E741BB52EF690D3C3661B2C05C361C,2019,DIREITO,41020584,"",1,24
646B8E597813E5B8803DEDDD4ED070E8,2019,DIREITO,41047007,"",1,47
BAA2FB619DDB1863F93C3784E79F65D4,2019,DIREITO,40744035,"",2,36
C4376A8FD4B385002A3D58AABB93E5C9,2019,DIREITO,41003896,"",2,25
74066FAB759820AF6091250831472007,2019,DIREITO,41016887,"",2,26
1FA99726C369AED6927F628165CEF994,2019,DIREITO,41036365,"",1,25
A1902FB57891DE0342127C724583795F,2019,DIREITO,41013158,"",1,24
F2FF03D9E529C367D0F0811CBEBF6FDA,2019,DIREITO,41019698,"",1,23
87775A286FC4774CEB169D283A20A0C0,2019,DIREITO,40994852,"",2,42
8D6270A2BE3B4A48E79CF58C5D1C2FE4,2019,DIREITO,41003938,"",2,24
EF1F464B08FB4D4F91057AD8C39F63BD,2019,DIREITO,40746630,"",2,24
831A2C34E4F141709B57DE580E78D912,2019,DIREITO,41001722,"",2,24
685B8302CC1AE4F8A7ED7FC38B4CD7B4,2019,DIREITO,41021090,"",2,23
5430AD50C51C638A1A2FC3F9F8D3AF34,2019,DIREITO,40999762,"",2,33
05483904FC7278316A57FF9AC163B0D3,2019,DIREITO,40996181,"",1,24
8D7C56CA69DDBC5AFD3EDEF5BC2ECD37,2019,DIREITO,41004798,"",2,25
43851676E2210C833EDC5194EC26ABE8,2019,DIREITO,41005632,"",1,24
F97A41DF813D09985C84203BD1CFEA8D,2019,DIREITO,41010748,"",1,24
02BA61B72D8DEDCEB4B6FD0DB546AF91,2019,DIREITO,41012075,"",1,26
CFDAB8AFA34CAA2281AEFEC66D594768,2019,DIREITO,40745414,"",2,25
B404ACD8F12A495FDFF1D31B68789D31,2019,DIREITO,41012877,"",1,25
3D07AFB1728B8485F18CF41C4AF3B4AE,2019,DIREITO,41014554,"",1,23
06A89CF83466C25C73DA23177F552C4D,2019,DIREITO,41016229,"",2,25
F6B76CE47350F77F667452E807F3DB7D,2019,DIREITO,41017598,"",1,25
5518212B020CED9CBD7E22B23D6B2DAF,2019,DIREITO,41021395,"",1,24
018642ADE8280DAC3CC1E2F8257AC869,2019,DIREITO,7917298,"",1,24
4D0D0824B19CA4F166187FB1287A708A,2019,DIREITO,41022751,"",2,26
936723C2167DC8DA4A9F0771B6A45CEA,2019,DIREITO,41026023,"",2,24
AA5479B59EBEBBDA44044FAF02F638A9,2019,DIREITO,41030533,"",2,24
80066ABCB3AC14EFF06BEE70BC1CBA68,2019,DIREITO,41046985,"",2,46
146F8E241905351A673851EAC9D3A566,2019,DIREITO,41018306,"",1,24
310EFDFDABC3333F6013D4EB3BA1CA4D,2019,DIREITO,41007386,"",1,24
C7834DCBD9D6007E3972837E7EE51211,2019,DIREITO,41039744,"",2,24
9FD32CF3B1E86B081CA4C01CD90C44AF,2019,DIREITO,40994448,"",2,42
9EA4C7AC5735D99B6B0F442BEDB9D92B,2019,DIREITO,41025593,"",2,24
0777DAC5DA71B77C9AAF383EE1B51FED,2019,DIREITO,40996789,"",1,25
0A2B978F3D3F4A62E19A2057845D1C69,2019,DIREITO,41008775,"",2,26
04C7A2D45F5C4C5AB32615CC5AABBF40,2019,DIREITO,40746011,"",2,24
F6577E603DD79F7F3C791508EE616DD0,2019,DIREITO,40995084,"",2,38
8ADA433E9C42F32B1C357F2F35E1F301,2019,DIREITO,41013190,"",2,24
0FA6573C51B0709954CD45E53659D9D9,2019,DIREITO,41021297,"",2,24
E1603037DC68A98CBCA139EE384D8AB3,2019,DIREITO,40998398,"",2,24
ADE40A2EB2296D4D7D9828055A377C23,2019,DIREITO,41008714,"",2,28
B8A389E14EDB900C6A22856EA65BF558,2019,DIREITO,40746388,"",2,24
4C25ADD3D24DA3172926070DF8D15B9B,2019,DIREITO,40744131,"",1,25
222E6BD3384D5B3B11DC5AFEACA1EF3F,2019,DIREITO,40744373,"",2,25
B2625EA2408BEA710A8DBAF38382359D,2019,DIREITO,40744389,"",1,24
CFF2636B23060F5648E870E48AAC0C8E,2019,DIREITO,41025775,"",2,24
62534042BF89E2970F90887248866F52,2019,DIREITO,41004599,"",2,26
D3C6B01E977455FDDED34A843DBC0EFC,2019,DIREITO,40744089,"",2,25
CBC7197D23E029C2B5DBADEFE14FD3E5,2019,DIREITO,41021391,"",1,24
2861210A89F7F9F38B4EF4DD23B91040,2019,DIREITO,40743839,"",2,36
F2832E682C6EBB568F43AF6B91131650,2019,DIREITO,41019868,"",2,26
E0BB3514FD3E3F1484D6192F2B998F13,2019,DIREITO,40998027,"",1,24
A4C9C44B6768503466B11090A476E4A4,2019,DIREITO,41011220,"",2,24
8F7A6E37054F42D99C43167E17E8FBA7,2019,DIREITO,41003576,"",1,22
0305083DE5A9BA0E59DE5032BCC9A7AB,2019,DIREITO,41006869,"",1,24
6D016064133BA6443A4BF5740298AA9B,2019,DIREITO,41027373,"",1,23
60DE6D2C3801420B5F073399FF5B4F49,2019,DIREITO,41040792,"",1,49
F3E6191EEB9E2E239CD23982F74207A3,2019,DIREITO,41039906,"",2,52
442E59BF26E01CC241F7A633CCAA890B,2019,DIREITO,41021795,"",2,24
6201A6B0A0074C8F0FDC5B1C14BA244E,2019,DIREITO,41018431,"",2,24
06D48D50346D612F7446EB4871EF2512,2019,DIREITO,40994400,"",2,43
440C61DB841AB6CC9659513254CFF4A1,2019,DIREITO,41026749,"",2,24
1B38656E7103215E858D9C311CE497F4,2019,DIREITO,41013971,"",2,24
5D0BB2582C5F57FB0D82D5F923E4169B,2019,DIREITO,40744213,"",1,24
3C9AC8FEFC5E8F395EF81F8903A1F691,2019,DIREITO,40747225,"",2,42
2BE194EBEC81E159640DBED07730F5AA,2019,DIREITO,41047202,"",1,35
0A7C7BB8015DBFAD6B3BA641EE26F7BC,2019,DIREITO,41031476,"",2,22
F3D3EAFE6E22AA69F792B41570A29656,2019,DIREITO,41021680,"",2,23
3C9D9BD779DE224A50544AD4E7A67787,2019,DIREITO,41040275,"",2,25
60F857B593A6A7C4F93BD918DDCDA842,2019,DIREITO,41003133,"",2,30
EFFA0D0E6462E35265DE2853A58BD230,2019,DIREITO,40744119,"",2,35
4922B007067755FEC4E3194F83733EF1,2019,DIREITO,40997210,"",2,21
381D7097D5180C315CFAC8B4985F1AE7,2019,DIREITO,40997228,"",2,23
50B7EDC04EF8BB5CD0362961CF15E56F,2019,DIREITO,40744153,"",1,24
3816F1DD1FB4DD4D08065EABB0C32DD3,2019,DIREITO,40998050,"",1,23
9F351742E40F83E27929BDDEF816CAC3,2019,DIREITO,40998244,"",2,24
0823F5ECED42DD1C71149765A7CA03B9,2019,DIREITO,40998308,"",2,24
9C7DE0666D09E423F311CD8463A831E8,2019,DIREITO,40998359,"",1,24
52C3D80E4FCBFB84E37C173F1346D5B0,2019,DIREITO,40998522,"",1,23
F661D31A9334510AB5EF59303D7FA16B,2019,DIREITO,40998615,"",2,24
17F7BABEE13EB2DC8FEA09CEBAA7E331,2019,DIREITO,40999803,"",1,23
A99DA7087AAE57E4D4B52E9B23AFF403,2019,DIREITO,41017934,"",2,24
D8107A5C0E2305962AC4CF62B887C93A,2019,DIREITO,40995948,"",2,36
7AB16436F0295B432CB10D68D3FC40CF,2019,DIREITO,40999930,"",2,23
2A8AA2E34E5431AA64A273585E6B342D,2019,DIREITO,40999969,"",2,24
D5CFD3F041C7CF405C8C711FC8B8C68E,2019,DIREITO,40744344,"",2,23
F36E3B5A9691425B9F41F4D8E229FE8C,2019,DIREITO,41000291,"",2,25
AD633086C6016CC6A3B54C9D6EF6C1D7,2019,DIREITO,41000303,"",1,23
CFE18EBDA6FA39486CDF7DC6CA04A1D2,2019,DIREITO,41000779,"",1,25
8851FF8F859A572170C8DCA31345E95E,2019,DIREITO,41001055,"",1,25
9C3B8FB7301C23851DABA81C5E2A363D,2019,DIREITO,41001261,"",1,24
306B31EBFF43D25F8500AAB3416D3477,2019,DIREITO,40744444,"",1,24
33D68544589E908498A6245C8FFAC831,2019,DIREITO,41001315,"",1,23
C63E85A421ADFCCB5FF2EDED8FAE535E,2019,DIREITO,41001593,"",1,23
D57CCE10170A1E5E9012399220FE8BF3,2019,DIREITO,40744470,"",2,24
70057046CBD498E787AE4E4D31E686D0,2019,DIREITO,40744472,"",2,23
F894E7E6F36572D859995879E7DF1164,2019,DIREITO,40744479,"",2,24
4163C56DDB26CD720501134292E1FBCA,2019,DIREITO,40744497,"",2,24
D0E44985E1AAEC012490D0710B3346FA,2019,DIREITO,41002589,"",1,23
EF70D0A7CEB54548DD63198D75CC9FF7,2019,DIREITO,41005839,"",2,23
5DA4B545E30C2439D059F6BC12458A8F,2019,DIREITO,41006325,"",1,24
5FBA69CCE1DB18CB1C4051944AEFD8F5,2019,DIREITO,40744851,"",2,25
6B1E93D9E019DED952CCBD4430066B57,2019,DIREITO,41006562,"",1,23
7D7A427E8061254D28D929A1C5F0BEC4,2019,DIREITO,40744863,"",1,24
81A1D2C17B3CEFDDB1AA5C50213E8E59,2019,DIREITO,40744871,"",1,24
7DF00EEF02AAE53EEEE06BC86F66621A,2019,DIREITO,41007334,"",1,27
440B30082E9AA43D6D6254BCACD149D7,2019,DIREITO,40744964,"",1,24
82CC8C1DF2B4AF0E77587484AE386A4E,2019,DIREITO,41008108,"",2,26
F77493294B6B4A2D302DC153DC5C5ED5,2019,DIREITO,41003023,"",1,22
91F285A8A64352A3305D19F8109BF4DC,2019,DIREITO,41003039,"",2,22
1EE2F63A0689769BB934CF035F0BABC6,2019,DIREITO,41003537,"",1,24
E50AFA1282DE1BEE540940DEAEBDF96C,2019,DIREITO,40744625,"",1,25
FD4DBDBBEFFA3E757CA7DE05D1700070,2019,DIREITO,41004907,"",1,24
262C98535818C298881632EAEE4F4E76,2019,DIREITO,41005321,"",2,29
6A2022D074CF632A6BEB5E219874DB9B,2019,DIREITO,41005434,"",2,24
ED632FE5E5D6BD59B17707885E8EC484,2019,DIREITO,41008753,"",2,25
F082AB6F7E013C39C9DD99FD8BB6E409,2019,DIREITO,40745121,"",2,24
73A94527A9938EC5D2418695F9AA2F1B,2019,DIREITO,41010075,"",2,24
C200355125985A58C611ECB811DBA0C9,2019,DIREITO,41010323,"",1,23
CF0BB9D60424A642CD2E92148D1E3688,2019,DIREITO,41010364,"",2,23
4477398B4D61F86797F4CE025B133156,2019,DIREITO,41010402,"",1,24
02EF2A50D70D43C52661DAD441D0AB22,2019,DIREITO,41010533,"",1,23
17B6720CBA7DEFFC7E3D3885AA8117C1,2019,DIREITO,40745787,"",2,24
7AFD2994743DC11140BBB87C42EB716A,2019,DIREITO,41017102,"",1,26
8E69C1475F248D3087A1D531CB76F491,2019,DIREITO,40745811,"",1,24
DEE10024E5135913C364D4FF2BDA486C,2019,DIREITO,41017497,"",2,25
A3E8EC8266D0744FF624DA7D67851C08,2019,DIREITO,41017606,"",1,23
014CA099934AB3A9F8466FF8E61370D2,2019,DIREITO,41017660,"",1,25
8296BCEF76D520E2533F7F4169B15AB0,2019,DIREITO,41017675,"",2,24
7B4E8859C17EE43455E1858FECFDA33E,2019,DIREITO,41017696,"",1,24
DA3409EA2B63AC0A744D6BD5B0A0CA16,2019,DIREITO,41017704,"",2,24
75B56F29A966CC70B7E20EA37FC688CE,2019,DIREITO,41017769,"",2,24
8EE32AA0FB938AC552424B22FACFC22D,2019,DIREITO,41017903,"",1,24
376EADD6611C2220A3B7EE7345BD7767,2019,DIREITO,41017910,"",1,23
2EE26F64B19BF20F1EBBDCD3D323A551,2019,DIREITO,40745857,"",1,23
73C9F97FF903C41B3B362D91CA408706,2019,DIREITO,40745870,"",1,25
7FA017B00D583C1EDE0BDF18A24EC588,2019,DIREITO,41018724,"",1,23
1B91CE6C4A724BEEE7400A515F2D2FCB,2019,DIREITO,41018350,"",2,24
5A929786CF9379C8F72D3AD3387C1BD5,2019,DIREITO,41018575,"",2,24
D5904352C8D3BBE98BA367C5FA3C2FA1,2019,DIREITO,41018794,"",1,24
4DFD8088BCD5256A2B84661EF69D3C0F,2019,DIREITO,41018861,"",1,23
18CD65CEA44ED7B09112C15611D51C47,2019,DIREITO,40745920,"",2,23
18A79F8E4FD849B9C1F619B43AF686EF,2019,DIREITO,41019218,"",2,25
5673798A984809E163C1A79DA6B5846D,2019,DIREITO,41019337,"",1,24
31485BCFCD242386633513256DE5B033,2019,DIREITO,41019459,"",2,22
4AB2D21B85F9F8C9DF62174608A452D7,2019,DIREITO,40745981,"",2,24
80344C32623EB67E65B6D65C7458E1C3,2019,DIREITO,41019852,"",2,22
B19C60431BC0DE365296877F93165FBD,2019,DIREITO,41019917,"",2,23
036A9E98762CC1822A4FED0F41F7D84E,2019,DIREITO,41020043,"",1,23
4594F440DF4ACB31514EF0D67FDBF077,2019,DIREITO,41020326,"",1,24
BE18831CE4C344CC8A770FDD872228CF,2019,DIREITO,41020427,"",2,24
295AE73B088FB5125A8862359D1C6067,2019,DIREITO,40746042,"",1,23
308EE732A95506331C809DF25DF1742F,2019,DIREITO,41020612,"",2,22
B8B2DB043AD63A3721DA0CB780FC2525,2019,DIREITO,41020898,"",2,24
6DBFED0DFE41A1EFFB7C230A17766C95,2019,DIREITO,41021062,"",1,24
D510CA926EDEA2802998610CE1CD036F,2019,DIREITO,41021564,"",1,24
ECFE60761F90F1527B7EE2C06137B021,2019,DIREITO,41021649,"",1,24
713C9561D34133A8094DE44BAF018D11,2019,DIREITO,41021808,"",2,26
4420BDF025B550A7E53C09BA5E95DB16,2019,DIREITO,40746169,"",1,24
004A71F7BBBFB1C0B0FC04D507AA97AD,2019,DIREITO,41021942,"",1,25
147F710270D145066E9798C2FF9BE091,2019,DIREITO,41022074,"",2,23
91EB1CF778A59F304C00D2D6364931F0,2019,DIREITO,41022080,"",1,22
0D8DDB8A1E0B06DF5554C7E77358A13C,2019,DIREITO,41022488,"",2,23
8EF935ABA24A9707A7801D3D9EBD416E,2019,DIREITO,41011273,"",1,23
AA48A1C3BD5F15D030DE652B2A6B814C,2019,DIREITO,40745257,"",2,27
0A7A3C158C86FD690A4473B1176B51EA,2019,DIREITO,41011361,"",1,23
D4F43092045E8F4981F8F75FB94C1E70,2019,DIREITO,41011267,"",2,23
9976F180C6AF6EF1D9BEEEB6C6664952,2019,DIREITO,40745276,"",1,25
7EEED2044C0DD7AD3F34B492BB3EA352,2019,DIREITO,41011527,"",1,23
AF31BE1DBE07EE0A7882EB084D36980F,2019,DIREITO,41012181,"",1,23
04E6211405D89A2DFBA9CAE20AFBE5A2,2019,DIREITO,41012287,"",1,23
E1BC0AF3821D398684A471CDE2F33D4D,2019,DIREITO,41012305,"",1,24
19867997F09F403FADEDFF370E9484C3,2019,DIREITO,40745386,"",1,24
45CF6C3F967D47B8E2F5D68CC8C5C4F4,2019,DIREITO,41012548,"",1,27
A62A88D9F3584BFE0D3EBBD1820128E2,2019,DIREITO,41012619,"",1,23
E2AEBE220962FB4523CB895EE89FE2AC,2019,DIREITO,41012839,"",1,25
FD3094B4E2029819E422FD60276BAC8A,2019,DIREITO,41012963,"",1,25
65373C6A3FB0A02ED12FA8EEE3B6D022,2019,DIREITO,41013293,"",1,26
82A522173FC7E9924AEBD73A1E78944B,2019,DIREITO,41013531,"",2,23
AB4BB0DAFF73A190CBC6C3045CB35587,2019,DIREITO,41013679,"",2,25
A424E95772DD1F666AE12B86BAF995CF,2019,DIREITO,40745499,"",1,24
45FEB4D8005C83B6FB6B245F3912D856,2019,DIREITO,40745514,"",1,23
C8E964AC5C71E6322B276AA3AB95B583,2019,DIREITO,41013905,"",2,24
39B705AC3721CEDD439D74D7C520539E,2019,DIREITO,40745573,"",1,23
ACEE133640D513601466F398A3470CBF,2019,DIREITO,41014806,"",2,23
9A835A05E3BC099C5F2D8A658FDD24BE,2019,DIREITO,41014870,"",2,23
1EC789AE9EC4C569CCD837C25F588036,2019,DIREITO,41014949,"",2,24
5DC49046DBC5078CC5B31E525259F105,2019,DIREITO,41015142,"",1,23
C96817BECBFBD64716EE7F08EECE44CD,2019,DIREITO,41015351,"",2,26
852FC9DFD0BEFFE0817A7EC1596F0B94,2019,DIREITO,41015754,"",1,23
B031410C627D283DA908D806D9A73C1E,2019,DIREITO,41015998,"",1,24
09CF1E99D0A33D8C56E4944E355ED672,2019,DIREITO,40745682,"",1,24
B651F96B96F708FC3E1DC54613D23BC6,2019,DIREITO,41016215,"",1,24
D75D9C235924050C05E75185BB78CB38,2019,DIREITO,41016426,"",2,23
39B8446280DCBDBE1458704EB5E499D0,2019,DIREITO,40745725,"",2,23
EB413D25F60648D2DB6778AAB6F95174,2019,DIREITO,41016528,"",2,24
